whisky_id,whisky_name,distillery_name,age,query,source_url,source_domain,url_type,decision,reject_reason
W000696,mackinlay's shackleton rare old highland malt discovery edition,,,mackinlay's shackleton rare old highland malt discovery edition tasting notes review,https://www.whiskynotes.be/tasting-notes/mackinlay's-shackleton-rare-old-highland-malt-discovery-edition-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001792,parker’s heritage 12th 2018 finished in orange curaçao barrels,,,parker’s heritage 12th 2018 finished in orange curaçao barrels tasting notes review,https://www.whiskynotes.be/tasting-notes/parker’s-heritage-12th-2018-finished-in-orange-curaçao-barrels-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000028,"laphroaig 27yo 57.4% 1980-2007 (ob, 5 oloroso casks, 972 bts)",Laphroaig,27.0,"laphroaig 27yo 57.4% 1980-2007 (ob, 5 oloroso casks, 972 bts) tasting notes review","https://www.whiskynotes.be/tasting-notes/laphroaig-27yo-57.4%-1980-2007-(ob,-5-oloroso-casks,-972-bts)-tasting-notes-review",www.whiskynotes.be,review_page,candidate_keep,
W000930,compass box flaming heart 2015 5th edition - 15th anniversary,,,compass box flaming heart 2015 5th edition - 15th anniversary tasting notes review,https://www.whiskynotes.be/tasting-notes/compass-box-flaming-heart-2015-5th-edition---15th-anniversary-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000948,compass box flaming heart 2010 3rd edition - 10th anniversary,,,compass box flaming heart 2010 3rd edition - 10th anniversary tasting notes review,https://www.whiskynotes.be/tasting-notes/compass-box-flaming-heart-2010-3rd-edition---10th-anniversary-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000750,mackinlay's shackleton rare old highland malt journey edition,,,mackinlay's shackleton rare old highland malt journey edition tasting notes review,https://www.whiskynotes.be/tasting-notes/mackinlay's-shackleton-rare-old-highland-malt-journey-edition-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000294,"glenfarclas 1968-2000 54.2% (ob, old stock reserve, ceramic)",,,"glenfarclas 1968-2000 54.2% (ob, old stock reserve, ceramic) tasting notes review","https://www.whiskynotes.be/tasting-notes/glenfarclas-1968-2000-54.2%-(ob,-old-stock-reserve,-ceramic)-tasting-notes-review",www.whiskynotes.be,review_page,candidate_keep,
W000853,shelter point classic single cask (kwm) single malt whisky,,,shelter point classic single cask (kwm) single malt whisky tasting notes review,https://www.whiskynotes.be/tasting-notes/shelter-point-classic-single-cask-(kwm)-single-malt-whisky-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000026,"macallan 10yo full proof 57% 1980 (ob, giovinetti & figli)",,10.0,"macallan 10yo full proof 57% 1980 (ob, giovinetti & figli) tasting notes review","https://www.whiskynotes.be/tasting-notes/macallan-10yo-full-proof-57%-1980-(ob,-giovinetti-&-figli)-tasting-notes-review",www.whiskynotes.be,review_page,candidate_keep,
W001453,pike creek 21yo double barrel speyside cask finish (2017),,21.0,pike creek 21yo double barrel speyside cask finish (2017) tasting notes review,https://www.whiskynotes.be/tasting-notes/pike-creek-21yo-double-barrel-speyside-cask-finish-(2017)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001447,gooderham & worts 17yo little trinity three grain (2017),Gooderham & Worts,17.0,gooderham & worts 17yo little trinity three grain (2017) tasting notes review,https://www.whiskynotes.be/tasting-notes/gooderham-&-worts-17yo-little-trinity-three-grain-(2017)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001173,bruichladdich port charlotte islay barley heavily peated,,,bruichladdich port charlotte islay barley heavily peated tasting notes review,https://www.whiskynotes.be/tasting-notes/bruichladdich-port-charlotte-islay-barley-heavily-peated-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000491,glenfiddich winter storm 21yo experimental series no. 3,Glenfiddich,21.0,glenfiddich winter storm 21yo experimental series no. 3 tasting notes review,https://www.whiskynotes.be/tasting-notes/glenfiddich-winter-storm-21yo-experimental-series-no.-3-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000674,game of thrones house tully singleton glendullan select,,,game of thrones house tully singleton glendullan select tasting notes review,https://www.whiskynotes.be/tasting-notes/game-of-thrones-house-tully-singleton-glendullan-select-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001418,pike creek 21yo finished in oloroso sherry casks (2019),,21.0,pike creek 21yo finished in oloroso sherry casks (2019) tasting notes review,https://www.whiskynotes.be/tasting-notes/pike-creek-21yo-finished-in-oloroso-sherry-casks-(2019)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001560,last mountain distillery single cask 100% wheat whisky,Last Mountain Distillery,,last mountain distillery single cask 100% wheat whisky tasting notes review,https://www.whiskynotes.be/tasting-notes/last-mountain-distillery-single-cask-100%-wheat-whisky-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000374,game of thrones house baratheon royal lochnagar 12 ans,,12.0,game of thrones house baratheon royal lochnagar 12 ans tasting notes review,https://www.whiskynotes.be/tasting-notes/game-of-thrones-house-baratheon-royal-lochnagar-12-ans-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001416,alberta premium cask strength rye (batch 1 65.1% 2019),,,alberta premium cask strength rye (batch 1 65.1% 2019) tasting notes review,https://www.whiskynotes.be/tasting-notes/alberta-premium-cask-strength-rye-(batch-1-65.1%-2019)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001474,pike creek 21yo double barrel european oak cask (2018),,21.0,pike creek 21yo double barrel european oak cask (2018) tasting notes review,https://www.whiskynotes.be/tasting-notes/pike-creek-21yo-double-barrel-european-oak-cask-(2018)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001510,parker’s heritage 13th 2019 8yo heavy char barrels rye,,8.0,parker’s heritage 13th 2019 8yo heavy char barrels rye tasting notes review,https://www.whiskynotes.be/tasting-notes/parker’s-heritage-13th-2019-8yo-heavy-char-barrels-rye-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001719,jefferson's reserve very old kentucky straight bourbon,,,jefferson's reserve very old kentucky straight bourbon tasting notes review,https://www.whiskynotes.be/tasting-notes/jefferson's-reserve-very-old-kentucky-straight-bourbon-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000593,glenfiddich ipa cask finish experimental series no. 1,Glenfiddich,,glenfiddich ipa cask finish experimental series no. 1 tasting notes review,https://www.whiskynotes.be/tasting-notes/glenfiddich-ipa-cask-finish-experimental-series-no.-1-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000990,game of thrones house greyjoy talisker select reserve,,,game of thrones house greyjoy talisker select reserve tasting notes review,https://www.whiskynotes.be/tasting-notes/game-of-thrones-house-greyjoy-talisker-select-reserve-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001791,jim beam distillers masterpiece px sherry cask finish,Jim Beam,,jim beam distillers masterpiece px sherry cask finish tasting notes review,https://www.whiskynotes.be/tasting-notes/jim-beam-distillers-masterpiece-px-sherry-cask-finish-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000788,game of thrones house stark dalwhinnie winter’s frost,,,game of thrones house stark dalwhinnie winter’s frost tasting notes review,https://www.whiskynotes.be/tasting-notes/game-of-thrones-house-stark-dalwhinnie-winter’s-frost-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001498,crown royal noble collection french oak cask finished,,,crown royal noble collection french oak cask finished tasting notes review,https://www.whiskynotes.be/tasting-notes/crown-royal-noble-collection-french-oak-cask-finished-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001753,parker’s heritage 10th 24yo kentucky straight bourbon,,24.0,parker’s heritage 10th 24yo kentucky straight bourbon tasting notes review,https://www.whiskynotes.be/tasting-notes/parker’s-heritage-10th-24yo-kentucky-straight-bourbon-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001787,blanton's special reserve single barrel (green label),,,blanton's special reserve single barrel (green label) tasting notes review,https://www.whiskynotes.be/tasting-notes/blanton's-special-reserve-single-barrel-(green-label)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001403,alberta premium cask strength rye (batch 2 66% 2020),,,alberta premium cask strength rye (batch 2 66% 2020) tasting notes review,https://www.whiskynotes.be/tasting-notes/alberta-premium-cask-strength-rye-(batch-2-66%-2020)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001615,parker’s heritage 4th 10yo wheated mash bill bourbon,,10.0,parker’s heritage 4th 10yo wheated mash bill bourbon tasting notes review,https://www.whiskynotes.be/tasting-notes/parker’s-heritage-4th-10yo-wheated-mash-bill-bourbon-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000067,glendronach vintage 20yo single cask (all vintages),,20.0,glendronach vintage 20yo single cask (all vintages) tasting notes review,https://www.whiskynotes.be/tasting-notes/glendronach-vintage-20yo-single-cask-(all-vintages)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000083,glendronach vintage 19yo single cask (all vintages),,19.0,glendronach vintage 19yo single cask (all vintages) tasting notes review,https://www.whiskynotes.be/tasting-notes/glendronach-vintage-19yo-single-cask-(all-vintages)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000876,game of thrones house targaryen cardhu gold reserve,,,game of thrones house targaryen cardhu gold reserve tasting notes review,https://www.whiskynotes.be/tasting-notes/game-of-thrones-house-targaryen-cardhu-gold-reserve-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001603,parker’s heritage 2nd 27yo kentucky straight boubon,,27.0,parker’s heritage 2nd 27yo kentucky straight boubon tasting notes review,https://www.whiskynotes.be/tasting-notes/parker’s-heritage-2nd-27yo-kentucky-straight-boubon-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001620,parker’s heritage 14th 2020 10yo heavy char bourbon,,10.0,parker’s heritage 14th 2020 10yo heavy char bourbon tasting notes review,https://www.whiskynotes.be/tasting-notes/parker’s-heritage-14th-2020-10yo-heavy-char-bourbon-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000073,benriach 17yo solstice peated port (both editions),,17.0,benriach 17yo solstice peated port (both editions) tasting notes review,https://www.whiskynotes.be/tasting-notes/benriach-17yo-solstice-peated-port-(both-editions)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W000970,bruichladdich port charlotte pc10 (second edition),,,bruichladdich port charlotte pc10 (second edition) tasting notes review,https://www.whiskynotes.be/tasting-notes/bruichladdich-port-charlotte-pc10-(second-edition)-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001033,game of thrones the night’s watch oban bay reserve,,,game of thrones the night’s watch oban bay reserve tasting notes review,https://www.whiskynotes.be/tasting-notes/game-of-thrones-the-night’s-watch-oban-bay-reserve-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001060,glenfiddich fire & cane experimental series no. 4,Glenfiddich,,glenfiddich fire & cane experimental series no. 4 tasting notes review,https://www.whiskynotes.be/tasting-notes/glenfiddich-fire-&-cane-experimental-series-no.-4-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
W001128,laphroaig cairdeas 2019 triple wood cask strength,Laphroaig,,laphroaig cairdeas 2019 triple wood cask strength tasting notes review,https://www.whiskynotes.be/tasting-notes/laphroaig-cairdeas-2019-triple-wood-cask-strength-tasting-notes-review,www.whiskynotes.be,review_page,candidate_keep,
