whisky_id,whisky_name,distillery_name,age,query,source_url,source_domain,url_type,decision,reject_reason
W001173,bruichladdich port charlotte islay barley heavily peated,,,bruichladdich port charlotte islay barley heavily peated tasting notes review,https://www.whiskynotes.be/search/bruichladdich-port-charlotte-islay-barley-heavily-peated-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000491,glenfiddich winter storm 21yo experimental series no. 3,Glenfiddich,21.0,glenfiddich winter storm 21yo experimental series no. 3 tasting notes review,https://www.whiskynotes.be/search/glenfiddich-winter-storm-21yo-experimental-series-no.-3-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000674,game of thrones house tully singleton glendullan select,,,game of thrones house tully singleton glendullan select tasting notes review,https://www.whiskynotes.be/search/game-of-thrones-house-tully-singleton-glendullan-select-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001418,pike creek 21yo finished in oloroso sherry casks (2019),,21.0,pike creek 21yo finished in oloroso sherry casks (2019) tasting notes review,https://www.whiskynotes.be/search/pike-creek-21yo-finished-in-oloroso-sherry-casks-(2019)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001560,last mountain distillery single cask 100% wheat whisky,Last Mountain Distillery,,last mountain distillery single cask 100% wheat whisky tasting notes review,https://www.whiskynotes.be/search/last-mountain-distillery-single-cask-100%-wheat-whisky-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000374,game of thrones house baratheon royal lochnagar 12 ans,,12.0,game of thrones house baratheon royal lochnagar 12 ans tasting notes review,https://www.whiskynotes.be/search/game-of-thrones-house-baratheon-royal-lochnagar-12-ans-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001416,alberta premium cask strength rye (batch 1 65.1% 2019),,,alberta premium cask strength rye (batch 1 65.1% 2019) tasting notes review,https://www.whiskynotes.be/search/alberta-premium-cask-strength-rye-(batch-1-65.1%-2019)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001474,pike creek 21yo double barrel european oak cask (2018),,21.0,pike creek 21yo double barrel european oak cask (2018) tasting notes review,https://www.whiskynotes.be/search/pike-creek-21yo-double-barrel-european-oak-cask-(2018)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001510,parker’s heritage 13th 2019 8yo heavy char barrels rye,,8.0,parker’s heritage 13th 2019 8yo heavy char barrels rye tasting notes review,https://www.whiskynotes.be/search/parker’s-heritage-13th-2019-8yo-heavy-char-barrels-rye-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001719,jefferson's reserve very old kentucky straight bourbon,,,jefferson's reserve very old kentucky straight bourbon tasting notes review,https://www.whiskynotes.be/search/jefferson's-reserve-very-old-kentucky-straight-bourbon-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000593,glenfiddich ipa cask finish experimental series no. 1,Glenfiddich,,glenfiddich ipa cask finish experimental series no. 1 tasting notes review,https://www.whiskynotes.be/search/glenfiddich-ipa-cask-finish-experimental-series-no.-1-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000990,game of thrones house greyjoy talisker select reserve,,,game of thrones house greyjoy talisker select reserve tasting notes review,https://www.whiskynotes.be/search/game-of-thrones-house-greyjoy-talisker-select-reserve-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001791,jim beam distillers masterpiece px sherry cask finish,Jim Beam,,jim beam distillers masterpiece px sherry cask finish tasting notes review,https://www.whiskynotes.be/search/jim-beam-distillers-masterpiece-px-sherry-cask-finish-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000788,game of thrones house stark dalwhinnie winter’s frost,,,game of thrones house stark dalwhinnie winter’s frost tasting notes review,https://www.whiskynotes.be/search/game-of-thrones-house-stark-dalwhinnie-winter’s-frost-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001498,crown royal noble collection french oak cask finished,,,crown royal noble collection french oak cask finished tasting notes review,https://www.whiskynotes.be/search/crown-royal-noble-collection-french-oak-cask-finished-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001753,parker’s heritage 10th 24yo kentucky straight bourbon,,24.0,parker’s heritage 10th 24yo kentucky straight bourbon tasting notes review,https://www.whiskynotes.be/search/parker’s-heritage-10th-24yo-kentucky-straight-bourbon-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001787,blanton's special reserve single barrel (green label),,,blanton's special reserve single barrel (green label) tasting notes review,https://www.whiskynotes.be/search/blanton's-special-reserve-single-barrel-(green-label)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001403,alberta premium cask strength rye (batch 2 66% 2020),,,alberta premium cask strength rye (batch 2 66% 2020) tasting notes review,https://www.whiskynotes.be/search/alberta-premium-cask-strength-rye-(batch-2-66%-2020)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001615,parker’s heritage 4th 10yo wheated mash bill bourbon,,10.0,parker’s heritage 4th 10yo wheated mash bill bourbon tasting notes review,https://www.whiskynotes.be/search/parker’s-heritage-4th-10yo-wheated-mash-bill-bourbon-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000067,glendronach vintage 20yo single cask (all vintages),,20.0,glendronach vintage 20yo single cask (all vintages) tasting notes review,https://www.whiskynotes.be/search/glendronach-vintage-20yo-single-cask-(all-vintages)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000083,glendronach vintage 19yo single cask (all vintages),,19.0,glendronach vintage 19yo single cask (all vintages) tasting notes review,https://www.whiskynotes.be/search/glendronach-vintage-19yo-single-cask-(all-vintages)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000876,game of thrones house targaryen cardhu gold reserve,,,game of thrones house targaryen cardhu gold reserve tasting notes review,https://www.whiskynotes.be/search/game-of-thrones-house-targaryen-cardhu-gold-reserve-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001603,parker’s heritage 2nd 27yo kentucky straight boubon,,27.0,parker’s heritage 2nd 27yo kentucky straight boubon tasting notes review,https://www.whiskynotes.be/search/parker’s-heritage-2nd-27yo-kentucky-straight-boubon-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001620,parker’s heritage 14th 2020 10yo heavy char bourbon,,10.0,parker’s heritage 14th 2020 10yo heavy char bourbon tasting notes review,https://www.whiskynotes.be/search/parker’s-heritage-14th-2020-10yo-heavy-char-bourbon-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000073,benriach 17yo solstice peated port (both editions),,17.0,benriach 17yo solstice peated port (both editions) tasting notes review,https://www.whiskynotes.be/search/benriach-17yo-solstice-peated-port-(both-editions)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W000970,bruichladdich port charlotte pc10 (second edition),,,bruichladdich port charlotte pc10 (second edition) tasting notes review,https://www.whiskynotes.be/search/bruichladdich-port-charlotte-pc10-(second-edition)-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001033,game of thrones the night’s watch oban bay reserve,,,game of thrones the night’s watch oban bay reserve tasting notes review,https://www.whiskynotes.be/search/game-of-thrones-the-night’s-watch-oban-bay-reserve-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001060,glenfiddich fire & cane experimental series no. 4,Glenfiddich,,glenfiddich fire & cane experimental series no. 4 tasting notes review,https://www.whiskynotes.be/search/glenfiddich-fire-&-cane-experimental-series-no.-4-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
W001128,laphroaig cairdeas 2019 triple wood cask strength,Laphroaig,,laphroaig cairdeas 2019 triple wood cask strength tasting notes review,https://www.whiskynotes.be/search/laphroaig-cairdeas-2019-triple-wood-cask-strength-tasting-notes-review,www.whiskynotes.be,search_page,rejected_search_page,
