gsd_candidate_id,canonical_name,display_name,distillery,country,region,type,approx_abv,age_statement_years,nas,peated_level,cask_type_primary,era,bottling_type,priority_tier,benchmark_split_target,certification_tier_target,stratum_style,iconic_reason
GSD-CAND-0075,Midleton Very Rare 2023,Midleton Very Rare 2023,Midleton,Ireland,Cork,Blend,40.0,0,TRUE,none,Bourbon+Sherry,limited,official,2,validation,Gold,Blended,Annual prestige Irish blend; vintage release; tests year-specific edition extraction
GSD-CAND-0076,Teeling Small Batch,Teeling Small Batch Irish Whiskey,Teeling,Ireland,Dublin,Blend,46.0,0,TRUE,none,Rum Finish,current,official,3,train,Bronze,Blended,Entry-level Teeling blend; rum-cask finish; tests blend vs malt same-distillery
GSD-CAND-0077,Amrut Fusion,Amrut Fusion Single Malt,Amrut,India,Karnataka,Malt,50.0,0,TRUE,none,Bourbon,current,official,1,validation,Gold,Single Malt,Indian single malt pioneer; peated+unpeated barley blend; essential India entry
GSD-CAND-0078,Amrut Single Malt,Amrut Indian Single Malt,Amrut,India,Karnataka,Malt,46.0,0,TRUE,none,Bourbon,current,official,2,train,Silver,Single Malt,Base Indian single malt from same distillery as 0077; consistency check
GSD-CAND-0079,Paul John Edited,Paul John Edited Single Malt,Paul John,India,Karnataka,Malt,46.0,0,TRUE,heavy,Bourbon,current,official,1,train,Gold,Single Malt,Peated Indian malt; tests peated axis in non-Scottish context
GSD-CAND-0080,Paul John Classic Select Cask,Paul John Classic Select Cask,Paul John,India,Karnataka,Malt,55.2,0,TRUE,none,Bourbon,current,official,2,validation,Silver,Single Malt,Cask-strength unpeated Indian malt; same distillery as 0079; tests CS extraction
GSD-CAND-0081,Crown Royal Northern Harvest Rye,Crown Royal Northern Harvest Rye,Crown Royal,Canada,Canadian,Rye,45.0,0,TRUE,none,Bourbon,current,official,1,train,Gold,Rye,Jim Murray 2016 WWJ; high-rye Canadian; elevated Canadian whisky profile
GSD-CAND-0082,Lot No 40 Rye,Lot No. 40 Single Copper Pot Still Rye,Hiram Walker,Canada,Canadian,Rye,43.0,0,TRUE,none,Bourbon,current,official,2,train,Silver,Rye,Pot still Canadian rye; distinctive production method; unusual for Canada
GSD-CAND-0083,Forty Creek Confederation Oak,Forty Creek Confederation Oak Reserve,Forty Creek,Canada,Canadian,Blend,40.0,0,TRUE,none,Bourbon+Sherry,current,official,2,train,Silver,Blended,Artisanal Canadian blend; distinctive small-batch approach
GSD-CAND-0084,Canadian Club 100% Rye,Canadian Club 100 Percent Rye,Canadian Club,Canada,Canadian,Rye,40.0,0,TRUE,none,Bourbon,current,official,3,train,Bronze,Rye,Entry-level 100% Rye; widely available; tests Canadian rye at accessible tier
GSD-CAND-0085,Kavalan Solist Vinho Barrique,Kavalan Solist Vinho Barrique,Kavalan,Taiwan,Taiwanese,Malt,57.8,0,TRUE,none,Wine (Vinho),current,official,1,test,Gold,Single Malt,Taiwan's most awarded expression; wine cask; tests wine-cask type extraction
GSD-CAND-0086,Kavalan Solist Ex-Bourbon,Kavalan Solist Ex-Bourbon Cask,Kavalan,Taiwan,Taiwanese,Malt,57.3,0,TRUE,none,Bourbon,current,official,1,validation,Gold,Single Malt,Cask-strength bourbon-cask Taiwan; contrasts 0085; same distillery consistency check
GSD-CAND-0087,Kavalan Classic Single Malt,Kavalan Classic Single Malt,Kavalan,Taiwan,Taiwanese,Malt,40.0,0,TRUE,none,Bourbon,current,official,2,train,Silver,Single Malt,Entry-level Kavalan; NAS standard bottling; tests accessible Taiwan extraction
GSD-CAND-0088,Kavalan Conductor,Kavalan Conductor,Kavalan,Taiwan,Taiwanese,Malt,40.0,0,TRUE,none,Bourbon+Sherry,current,official,2,train,Silver,Single Malt,Blend of Kavalan casks; tests multi-cask Taiwan expression vs single cask peers
GSD-CAND-0089,Mackmyra Brukswhisky,Mackmyra Brukswhisky,Mackmyra,Sweden,Swedish,Malt,41.4,0,TRUE,none,Bourbon+Swedish Oak,current,official,2,train,Silver,Single Malt,Sweden's pioneering distillery; uses Swedish oak; tests non-standard cask type
GSD-CAND-0090,High Coast Dalvve 10yo,High Coast Dalvve 10 Year Old,High Coast,Sweden,Swedish,Malt,46.0,10,FALSE,heavy,Bourbon,current,official,2,train,Silver,Single Malt,Peated Swedish malt; age-stated; contrasts Mackmyra 0089; Nordic terroir
GSD-CAND-0091,Penderyn Madeira Finish,Penderyn Single Malt Welsh Whisky Madeira Finish,Penderyn,Wales,Brecon Beacons,Malt,46.0,0,TRUE,none,Madeira,current,official,2,train,Silver,Single Malt,Wales's flagship distillery; Madeira-cask finish; tests exotic cask extraction
GSD-CAND-0092,Penderyn Icon of Wales,Penderyn Icon of Wales,Penderyn,Wales,Brecon Beacons,Malt,41.0,0,TRUE,none,Bourbon+Madeira,limited,official,2,validation,Silver,Single Malt,Limited Welsh edition; same distillery as 0091; tests branded limited expression
GSD-CAND-0093,The English Whisky Chapter 6,The English Whisky Company Chapter 6 Peated,English Whisky Co.,England,English,Malt,46.0,0,TRUE,heavy,Bourbon,current,official,3,train,Bronze,Single Malt,Pioneer English distillery; peated expression; tests English whisky category
GSD-CAND-0094,Lakes The Whiskymaker's Reserve No6,The Lakes The Whiskymaker's Reserve No.6,The Lakes,England,English,Malt,52.0,0,TRUE,none,Sherry+Port,current,official,3,train,Bronze,Single Malt,Premium English craft malt; multi-cask; tests modern English distillery extraction
GSD-CAND-0095,Brenne Estate Cask,Brenne Estate Cask Single Malt,Brenne,France,French,Malt,40.0,0,TRUE,none,Cognac+Bourbon,current,official,3,train,Bronze,Single Malt,French single malt; Cognac-cask finish; tests France non-Scotch whisky extraction
GSD-CAND-0096,Bellevoye Bleu Triple Malt,Bellevoye Bleu Triple Malt,Bellevoye,France,French,Blend,40.0,0,TRUE,none,Bourbon+Cognac,current,official,3,train,Bronze,Blended Malt,French blended malt; tests blended malt in non-UK geographic context
GSD-CAND-0097,Slyrs Bavarian Single Malt,Slyrs Bavarian Single Malt,Slyrs,Germany,German,Malt,43.0,0,TRUE,none,Bourbon,current,official,3,train,Bronze,Single Malt,Pioneer German single malt; Bavarian tradition; tests European non-UK whisky
GSD-CAND-0098,Stauning Rye,Stauning Rye,Stauning,Denmark,Danish,Rye,46.0,0,TRUE,none,Bourbon,current,official,3,train,Bronze,Rye,Danish craft rye whisky; floor-malted; tests Rye in non-North American context
GSD-CAND-0099,Starward Nova,Starward Nova Single Malt,Starward,Australia,Australian,Malt,41.0,0,TRUE,none,Australian Red Wine,current,official,2,train,Silver,Single Malt,Australia's leading whisky; red wine cask; tests wine region cask type extraction
GSD-CAND-0100,Starward Solera,Starward Solera Single Malt,Starward,Australia,Australian,Malt,40.0,0,TRUE,none,Apera (Australian Sherry),current,official,2,validation,Silver,Single Malt,Solera-method Australian malt; tests solera process and Apera cask terminology
