source_review_id,slug,name,nose,palate,finish,conclusion_marcel,conclusion_sascha,source_url,source_api_endpoint,source_confidence,extraction_method
523,the-liberator-port-n-peat-storehouse-special-batch-18,The Liberator Port 'n' Peat – Storehouse Special Batch 18,"The first encounter with this whisky is like a walk through an orchard at dawn. Juicy peaches sway in the wind, apricots gleam golden in the first sunshine. The stone fruits tell of summer evenings and warm dreams, while gooseberries add a tart note of reality. Then it comes - the vanilla like a gentle kiss, accompanied by blackcurrants that reveal their dark secrets. Ripe peaches bathe in glucose, as if someone had poured liquid sweetness over the orchard. It is light and yet intense, like a summer song that you can't get out of your head.","The first sip is like a fall from heaven to earth. The sweet fruitiness of the nose transforms into something completely different: the whisky becomes spicy and dry, as if the earth itself has taken the floor. The flavour is earthy, almost bog-like - here you can sense the ""peat"" in the name, the peat that returns like an old friend from times gone by. Slightly perfumed and floral, it resonates as malt and oak spice sing a duet. A hint of honey tries to rescue the sweetness, but unripe bananas and a dry, crisp texture keep the upper hand. It's a battle between what was and what is.","The finish is very earthy, bitter like the truth you don't want to hear. The oak spice dominates with a medium-long presence, and a lone apple tries to sing a last song of fruitiness. It remains bitter, this farewell - like a poem that doesn't find the ending you wanted.","The Liberator Port 'n' Peat – Storehouse Special Batch 18 is not a gentle companion but a spirited character with two conflicting souls. It’s precisely these rough edges that make it exciting and invite you to embark on an adventure full of fruit and peat – not perfect, but damn entertaining.","A complex whisky that polarizes with its uneven balance between sweet-fruity and earthy-dry notes. Despite a successful aromatic profile, it lacks a harmonious fusion of elements, making the structure feel somewhat unbalanced and the finish dominated by bitterness.",/whisky-reviews/the-liberator-port-n-peat-storehouse-special-batch-18,/api/whisky-reviews/the-liberator-port-n-peat-storehouse-special-batch-18,high,api_json
520,st-kilian-scorpions-60-years-of-rock,St. Kilian Scorpions – 60 Years of Rock,"From the very first nosing, it becomes clear that something is different here. The smoke that rises from the glass is not the typical peat smoke that we know from Scotland. No, this smoke has something subtle, almost maritime about it. It's like standing on a windy beach while a campfire burns in the distance - but not just any campfire, one fuelled by beech wood. And then there's something else: a slightly ""dirty"" note, but it's a far cry from BBQ smoke. It is this rough, unpolished component that immediately characterises the whisky as something special. You can literally smell the rebel attitude in this glass.","And then the first sip - a special kind of aha experience. Citrus flavours literally explode on the tongue, accompanied by a clear agave note that immediately transports you to Mexico. Sweet paprika joins in, a combination that you probably wouldn't have expected in a German whisky. The character is spicy, but in an atypical way. It's like drinking a mezcal that has decided to apply for German citizenship. This marriage of Franconian craftsmanship with Mexican firewater is so unusual that it's ingenious again.","Delicate oak notes come through, tart and dry, while a steaming smoky character dominates the stage. It is as if the whisky continues to play on your tongue long after you have swallowed it - an echo that reminds you of what you have just experienced.","For those brave enough to step off the beaten path, the St. Kilian Scorpions – 60 Years of Rock offers a smoky, cheeky companion that delights with its youthful carefree spirit. This whisky isn’t a gentle seducer but a rebellious character full of fun that leaves you wanting more. Perfect for anyone who loves whisky with sharp edges and personality.","The balance between German beech smoke and the fruity agave note is unconventional yet well-structured; the St. Kilian Scorpions – 60 Years of Rock demonstrates that adventurous experimentation can be combined with technical precision. Despite its youthfulness, the whisky feels surprisingly mature, with a finish featuring dry, bitter oak nuances and lingering smoke that provide solid complexity. An exciting profile for lovers of modern, bold cask combinations.",/whisky-reviews/st-kilian-scorpions-60-years-of-rock,/api/whisky-reviews/st-kilian-scorpions-60-years-of-rock,high,api_json
518,st-kilian-scorpions-rock-believer-release-2025,St. Kilian Scorpions - Rock Believer (2025),"The nose is greeted by a wave of fresh green grapes, immediately reminiscent of sun-kissed German vineyards. Nectarines join in, their juicy sweetness mingling with exotic nuances that trigger a slight sense of wanderlust romance. This light fruity sweetness is not intrusive, but inviting - like the first bars of a favourite song that immediately captivates you.","Candyfloss is the first note to float across the tongue, creamy and playful like the memory of the first concert in your youth. The pear follows with its juicy elegance, while vanilla notes round off the composition. This combination of flavours is amazingly harmonious. It is reminiscent of a balmy summer evening spent relaxing to classic rock ballads. The creaminess of the whisky envelops the palate like a warm summer mist gently drifting over the vineyards.","The finish of Rock Believer is like the reverberating applause after a successful concert - warming, lasting and with a hint of longing for more. The warmth spreads pleasantly, while a hint of chilli provides a surprising but welcome spiciness. The pleasant oak makes its presence felt, not dominating, but supporting like a solid bassist in the background. Light apricot notes linger, sweet and velvety, lending the finish a fruity elegance that is perfect for a relaxed summer evening.","A whisky that is effortlessly light and bursting with fruity joie de vivre – perfect for celebrating a summer evening with friends. The Rock Believer brings fun to the glass without taking itself too seriously, leaving a lasting impression like a great rock song you want to play over and over again.","The St. Kilian Scorpions Rock Believer impresses with its balanced interplay between fruity freshness and creamy vanilla, complemented by a subtle oak foundation. The well-structured composition with a discreet chili finish makes it a solid summer whisky with enjoyable drinkability, though it still leaves some room for depth.",/whisky-reviews/st-kilian-scorpions-rock-believer-release-2025,/api/whisky-reviews/st-kilian-scorpions-rock-believer-release-2025,high,api_json
521,st-kilian-signature-fifteen,St. Kilian Signature Edition Fifteen,"Amarone: The connoisseur approaches his glass, and what does he smell? First my vinous elegance, then your smoky wildness. You hold back, old friend - your smoke is subtle, almost shy. Peat: I've learnt to have manners in your company. No longer the wild Scotsman who fills every room with smoke. Instead, I bring subtle ash notes, letting your fruity flavours shine. Those dirty red berries - that's you and me together. Amarone: And the BBQ sauce notes? That's new for me. I'm normally into subtle fruit flavours, not spicy barbecue sauces. Peat: That's my influence on you. I turn your elegance into something earthy and original. And your vanilla sweetness? It remains, but I temper it and give it a smoky depth.","Amarone: Now comes the moment of truth. The first sip - and here I am again with my cherries, my dark fruits. But you, my peaty friend, bring baking cocoa. Since when do you know about chocolate? Peat: This is our joint work. Your fruitiness and my earthiness create new flavours. This baking cocoa isn't sweet like milk chocolate - it's bitter, intense, with a smoky flavour. And then this black pepper... Amarone: Ah, the black pepper! I wasn't expecting that. You make me spicier, hotter. Normally I'm responsible for gentle curves, for soft transitions. But with you, I become an adventure. Peat: And you teach me finesse. Normally I'm the bulldozer on the whisky shelf, covering everything up with smoke. With you, I learn nuances, I learn how to balance fruitiness and smoke. This vinous character - that's your gift to me.","Amarone: And now the finale. This is where you show your true nature, old friend. Dry and ashy, as befits a peat. But I'm still here - my vanilla caresses your ashes. Peat: And that light oak bitterness at the end? That's both of us, matured and purified. We've spent three years together, we've learnt to complement rather than fight each other. I bring the dryness, you bring the sweetness. I the ash, you the vanilla. Amarone: Do you know what the most beautiful thing about our connection is? That we both remain recognisable, but still create something completely new. The whisky lover tastes me, tastes you, but also something that didn't exist before.","A whisky that doesn’t try to please everyone but captivates with bold peat and the sweet elegance of Amarone. Those who appreciate complex contrasts and genuine drinking pleasure will find what they’re looking for here – powerful, honest, and simply enjoyable.","The St. Kilian Signature Edition Fifteen impresses with a well-balanced interplay between smoky depth and fruity Amarone notes, supported by a clear structure and a robust 53.5% ABV. An analytically coherent whisky that stands out through its harmonious complexity and precise balance.",/whisky-reviews/st-kilian-signature-fifteen,/api/whisky-reviews/st-kilian-signature-fifteen,high,api_json
522,st-kilian-ex-sherry-oloroso-single-cask-ultra-heavily-peated-2017-2024,St. Kilian ex Sherry Oloroso Single Cask – Ultra Heavily Peated (2017/2024),"Surprisingly, the nose is almost restrained - like a sleeping dragon. The first impression is bacony and warming, followed by intense cocoa and dark chocolate notes. A hint of wild berry sneaks in discreetly, but beware: this is the calm before the storm!","And then everything explodes! Volume non-stop - this whisky knows no pauses. Mocha meets malty sweetness, while black pepper assaults the taste buds. The oily texture coats the palate like lava, and the burnt flavour reminds you that there really are 135 ppm phenols at work here. This is not a whisky to drink on the side - this is an event!","The finish is earthy and dirty - in the very best sense! Charred wood dominates, accompanied by a slight sweetness and a good portion of oak. The sherry cask makes a subtle return here and provides some balance to the smoky intensity.","This St. Kilian Ultra Heavily Peated is not for the faint-hearted, but that’s exactly what makes it so appealing – a smoky beast with a hint of sherry that’s a lot of fun and full of character. If you’re into intense flavors and not afraid of a bit of fire, this is definitely one to grab.","With an impressive phenol concentration and a well-balanced interplay between smoke and subtle sherry notes, this single cask demonstrates clear structure and depth. Despite its extreme intensity, the whisky feels controlled, with the sherry cask acting as a moderating influence that rounds off the overall profile.",/whisky-reviews/st-kilian-ex-sherry-oloroso-single-cask-ultra-heavily-peated-2017-2024,/api/whisky-reviews/st-kilian-ex-sherry-oloroso-single-cask-ultra-heavily-peated-2017-2024,high,api_json
519,st-kilian-hedan-2021-2025,St. Kilian Hedan (2021/2025),"The first impression is impressively intense. Red fruits immediately dominate - raspberries and cherries literally jump out of the glass. An interesting hint of leather develops behind this, giving the whisky a rustic yet elegant flavour. The nose is complex and multi-layered, with a slightly tart undertone that builds up tension.","On the palate, the Hedan is surprisingly drinkable and accessible. The malty sweetness is perfectly balanced and is supported by the red grapes from the red wine barrel maturation. A hint of black pepper brings spicy complexity into play, while the slight astringency from the nose is more subtle here. In fact, a beautiful harmony develops between sweetness and spice.","The oak is present, but not dominant, and brings a pleasant structure. A touch of dark chocolate joins in and harmonises perfectly with the sour cherry notes. The finish is long and complex - exactly what you want from a well-matured single malt.","With the St. Kilian Hedan 2021/2025, you get a young single malt that surprisingly exudes a lot of character and drinkability. The red wine casks impart a fruitiness that’s genuinely enjoyable and makes it feel full-bodied despite its youth – a real treat for anyone who likes their whisky lively and straightforward.","The Hedan 2021/2025 impresses with its remarkable balance between malty sweetness and subtle spicy notes, carried by the red wine barrique maturation. The structure is clear, the oak well integrated, giving this four-years whisky an impressive depth – a technically solid and harmonious single malt.",/whisky-reviews/st-kilian-hedan-2021-2025,/api/whisky-reviews/st-kilian-hedan-2021-2025,high,api_json
515,ledaig-17-years-2006-2024-gordon-macphail,Ledaig 17 Years (2006/2024) - Gordon & MacPhail,"The personality of this Ledaig is revealed from the very first nosing. A real sherry bomb explodes in the glass, but behind it lurks something unexpected: a clear sulphur note that immediately reminds you of old match heads. This is joined by overripe plums that are past their prime, followed by flavours reminiscent of old leather and a damp compost heap. That sounds off-putting at first, and to be honest, it is. This whisky smells ""dirty"" and ""mouldy"" - terms that do not normally have positive connotations. But this is precisely where the fascination lies: between all these earthy, almost disgusting notes, there are flashes of fresh strawberries and a very subtle smoke nestles against the composition like a campfire character.","The polarising profile continues on the palate. Sour cherries dominate the attack, accompanied by a mineral, earthy base note reminiscent of wet earth after a downpour. The sulphur is also present here, albeit more discreetly than on the nose. An interesting sweet and sour dynamic develops, supported by citrus notes reminiscent of pink grapefruit. The driftwood note that spreads across the mid-palate is particularly fascinating. It lends the whisky a maritime depth that perfectly matches its origin from the Isle of Mull.","The finish surprises with its length and unexpected sweetness. This is where 17 years of ageing shows its best side: mocha flavours merge with strong oak notes, while the smoke only resonates subtly in the background. Age has taken the edge off what was probably originally a smokier character and moulded it into a complex, warm finish.","Anyone searching for a whisky with character and sharp edges will find true joy in the Ledaig 17 Years. This sherry bomb, combined with smoky, almost gritty wildness, delivers genuine drinking pleasure for adventurers unafraid of unusual flavors. A dramatic single malt that does more than just taste good – it tells stories.","The Ledaig 17 Years 2006/2024 impresses with its complex structure and the balanced interplay between sherry cask influence and mineral depth. Despite the dominant sulfur notes, it maintains a remarkable balance between sweetness, smoke, and maritime influences, making it a demanding yet rewarding whisky for connoisseurs.",/whisky-reviews/ledaig-17-years-2006-2024-gordon-macphail,/api/whisky-reviews/ledaig-17-years-2006-2024-gordon-macphail,high,api_json
513,nc-nean-aon-white-port-2020-2025,Nc'Nean Aon White Port (2020/2025),"The flavour density of this whisky is like a bouquet of flowers put together by a drunken poet - extremely fruity, summery and full of blooming wildflowers. Sounds cheesy? It is. Slightly grassy - as if someone had pressed a meadow into the shape of a bottle. A touch of honey joins in, followed by wet straw (that sounds less appetising than it smells) and a slightly vinous hint that is subtly reminiscent of the white port finish. The best thing: despite the 61.1% alcohol strength, nothing burns unnecessarily in the nose. Nc'Nean has obviously understood how to civilise strong whiskies without robbing them of their personality.","The first sip inevitably makes you think: ""Oily, sweet, perfect!"" The whisky covers the tongue like a velvety coat - peach and honey dance the tango, while a real fruit club waits in the background. And yes, we're talking about a kind of 5-fruit cocktail from a can here - but the good kind, not the stuff from the discount store. Green grapes bring a nice acidity into play, which prevents the whole thing from becoming too sweet. The result? Still summery fresh overall - like sitting under an apple tree on a hot day and drinking a glass of perfectly chilled fruit salad. Only with 61% alcohol. The texture is wonderfully oily - the sign of quality. Cheap whiskies feel like flavoured water. This one feels like liquid happiness.","Medium length is a polite way of saying: ""It stays long enough to make an impression, but not so long that it becomes boring."" Sticky - what sounds negative at first is actually meant positively here. Like a good summer's day that doesn't want to end. There is also a pleasant woody flavour - the barrels have done a good job here. And then, as if that wasn't enough, white pepper creeps in and reminds us that, despite all the fruitiness, we are dealing with a genuine Scottish single malt.","A whisky that really lifts your spirits in the summer – intense, fruity, and packed with plenty of character. The 61.1% ABV is no joke, but that’s exactly what makes the drinking experience exciting and unforgettable. Nc'Nean proves you can score with both power and elegance at the same time, even if not everyone wants to handle that much fire.","The Nc'Nean Aon White Port impresses with its balanced interplay between fruitiness and alcohol strength, which, despite the 61.1%, never feels overwhelming. The white port finish adds a refreshing elegance that clearly structures the profile and highlights its complexity. A well-crafted Highland whisky that combines summery freshness with technical finesse, though it might not be for everyone.",/whisky-reviews/nc-nean-aon-white-port-2020-2025,/api/whisky-reviews/nc-nean-aon-white-port-2020-2025,high,api_json
514,talisker-storm,Talisker Storm,"The nose starts with a real citrus-vanilla bomb that immediately reminds me of sunny moments on the Isle of Skye - if they even exist there. This maritime, salty character is unmistakably Talisker, but subtle enough not to be overwhelming. The smoke is restrained and is more ""warm"" than intrusive. Liquorice and honey join in, accompanied by a surprising melon note that gives the whole thing an almost summery freshness. This is maritime elegance without making you feel like you've just nibbled seaweed.","The peat smoke becomes more present, but remains balanced. The maritime saltiness is back - a trademark that makes Talisker so unmistakable. Interestingly, the citrus note changes to a more orangey variant, as if the whisky is maturing as it lingers in the mouth.","The finish is full-bodied and remains true to the Talisker DNA. The smoke envelops the tongue, but the famous ""Talisker kick"" - that peppery aftertaste that normally conquers the throat - is noticeably muted. This is definitely a positive aspect and makes the Storm more accessible for beginners.","A genuine taste experience that demonstrates how Talisker blends tradition with drinkability. The Storm isn’t a peat-fueled tempest, but rather a warm embrace on the palate – perfect for those seeking character without being overwhelmed by intensity. A maritime all-rounder that’s enjoyable and never compromises on soul.","The Talisker Storm impresses with its balanced interplay of smoke, maritime notes, and an elegant citrus freshness. The moderate cask maturation delivers a well-structured complexity without veering into extreme flavor territory. Overall, a technically clean whisky that harmoniously combines accessibility with the signature island character.",/whisky-reviews/talisker-storm,/api/whisky-reviews/talisker-storm,high,api_json
512,langatun-5-years-wajos,Langatun 5 Years - Wajos,"At first sniff you think: ""Okay, that could work."" Honey - nice. Extremely cereal-like - well, that happens with young whiskies. A little malty sweetness - at least something. With a lot of imagination, you can even detect a touch of peach and a hint of coffee. So far, so solid. Then comes the reality check: solvent and superglue in the background. Not subtle. Not charming. Just there. It's as if someone had diluted the distillate with DIY store chemicals. This is the moment when you ask yourself whether the five years of maturation were perhaps a few years too little after all.","The first sip confirms all fears. Slight creaminess - more wishful thinking than reality. Grain, mango, apple - it's all there, but so thin that you wonder whether there's any whisky in the glass at all or just flavoured water. Somewhat malty sounds good on paper, but feels like a bashful whisper at a concert. The main problem: the 40% alcohol strength makes this whisky so mild that it would lose out to mineral water. Here, quantity was obviously prioritised over quality - or rather: profit over taste.","A little dry - that's it. Slight youth shines through - a diplomatic way of saying ""tastes unripe"". Another hint of apple and some milk chocolate, but everything is so fleeting that you hardly notice it before it's gone again.","This Langatun 5 Year is like a quiet whisper in a loud whisky world – technically fine, but lacking character or bite. It might seem innocent enough for beginners, but true connoisseurs will likely be disappointed. Better to save a few francs and treat yourself to something with more soul.","The balance of the Langatun 5 Year feels off-kilter, with a weak structure and an alcohol strength that’s too low, which stifles its complexity. Although solidly made, the whisky lacks depth and persistence, making it unappealing for seasoned tasters. It might be acceptable for newcomers, but the value for money is hardly convincing.",/whisky-reviews/langatun-5-years-wajos,/api/whisky-reviews/langatun-5-years-wajos,high,api_json
474,tomatin-legacy,Tomatin Legacy,"This is all about lightness and elegance. The fragrance is pleasantly sweet with a fine blend of vanilla biscuits, honey and a slightly malty note. This is joined by a fresh, fruity component - citrus fruits such as lime and orange are clearly perceptible, while a subtle tropical pineapple resonates in the background.","The Legacy is just as mild and friendly on the tongue as it is on the nose. Icing sugar and honey lend it a pleasant sweetness, while pear and a light grassy freshness provide variety. The texture is creamy, which makes the whisky pleasantly round. A gentle oak note creeps in in the background - not too dominant, but with a slightly soapy touch.","The finish is rather short and ends on a fresh, tangy note.","The Tomatin Legacy is like a cozy evening with an old friend – straightforward, friendly, and warm. It offers sweet vanilla notes and gentle fruitiness that’s simply enjoyable without making a fuss. For anyone looking for an uncomplicated entry-level single malt, this whisky is a pleasant companion.","With its balanced profile of vanilla, honey, and subtle citrus aromas, the Tomatin Legacy presents itself as a solid Highland whisky with a pleasant creaminess and mild oak structure. Despite its clear and approachable balance, it lacks a bit of depth and complexity to rise above everyday standards.",/whisky-reviews/tomatin-legacy,/api/whisky-reviews/tomatin-legacy,high,api_json
490,bruichladdich-1991-31-years-ralph-steadman-x-cask-88,Bruichladdich 31 Years (1991) - Ralph Steadman X Cask 88,"Even the first impression is like a gust of salty wind over a freshly harvested field. Maritime notes mingle with oak, vanilla and honey, while gentle flavours of grain, lemon and exotic papaya unfold underneath. Here an old cask speaks with a dignified voice - soft but complex, never loud but full of depth.","The attack is creamy, almost oily, with a surprising lightness for its 50.6% vol. The flavour is reminiscent of lemon sweets and sugar syrup, followed by old oak and a hint of sweet malt, which elegantly picks up on the connection to the malt theme. Unripe mango provides a fruity counterpoint - an exciting interplay between youth and maturity, between structure and playfulness.","Long, spicy and steeped in oak. The finish is dry, with black pepper, a hint of burnt toast and a bittersweet flicker of honey and candy floss. Here the bourbon barrel resounds one last time - powerful, venerable, almost majestic.","Here, pure drinking pleasure meets fascinating depth of character – a whisky that doesn’t rely on flashy effects but simply captivates with soul and craftsmanship. Those who enjoy relaxing in quiet moments while discovering exciting aromatic worlds will find themselves perfectly served.","A remarkably well-balanced Bruichladdich that impresses with its precise harmony between creamy texture, fruity notes, and spicy oak. The complex structure of this 31-years bourbon barrel whisky demonstrates how time and wood can work together in perfect harmony without overpowering each other.",/whisky-reviews/bruichladdich-1991-31-years-ralph-steadman-x-cask-88,/api/whisky-reviews/bruichladdich-1991-31-years-ralph-steadman-x-cask-88,high,api_json
489,glenburgie-1997-24-years-ralph-steadman-x-cask-88,Glenburgie 24 Years (1997) - Ralph Steadman X Cask 88,"From the very first nosing, it is clear that no expense has been spared here. The whisky opens with an almost classic sherry flavour - sweet, dark, deep. Aromas of sultanas, dates and ripe red fruits rise to the nose, accompanied by delicate notes of plum and a hint of milk chocolate. The slightly tart undertone is interesting, grounding the fragrance and preventing it from tipping over into pompousness.","The picture continues on the palate: dark fruits in a rich guise, plus strong woody notes, some spice and a striking leatheriness. Despite the high alcohol content, the whisky is surprisingly smooth - you almost forget that you are dealing with 55.2 % vol. The structure is soft, but not without backbone. It is a heavy dram, a whisky that demands attention. And this is precisely its strength - and perhaps also its weakness.","After such an intense start, you almost expect a long finish - but this is exactly where Glenburgie surprises. The finish is rather medium in length, characterised by wood spice, a hint of bitterness and leather notes. The sweetness from the start recedes somewhat, with the cask presence dominating instead.","A dramatic Glenburgie that really excites with its wild cask intensity and robust character – even if it doesn’t quite hold the stage in the finish that you’d hope for. This controlled chaos tastes of adventure and fine craftsmanship, exactly what makes a whisky with edges and quirks so thrilling.","The Glenburgie 1997 clearly showcases cask dominance, which provides a striking structure but somewhat limits balance and complexity. Despite its impressive power, the finish feels comparatively short, slightly holding back the overall impression; nevertheless, the whisky remains a technically solid example of intense cask management.",/whisky-reviews/glenburgie-1997-24-years-ralph-steadman-x-cask-88,/api/whisky-reviews/glenburgie-1997-24-years-ralph-steadman-x-cask-88,high,api_json
488,arran-1996-24-years-ralph-steadman-x-cask-88,Arran 24 Years (1996) - Ralph Steadman X Cask 88,"The first impression? Heavy and sweet - but by no means bold. It is a nose that needs space and deserves respect. A dense sherry flavour fills the room, dominated by sultanas and dates. Underneath lies a delicate, almost melancholic fruitiness: candied red apple, morello cherries, a hint of forest honey. Leather brings substance, grounding, history. This is not a beginner's whisky - but something with depth, with time.","At first sip, there is a creamy softness, almost buttery. And then - a brief moment of surprise: the mouthfeel is somewhat thinner than expected. Not a disadvantage, but a surprise. What follows is a quiet blossoming: a spicy, almost crisp texture, then a lovely fruity-sweet phase. Sultanas, dates again, then a delicate hint of wineiness - as if you were thinking of dark port for a moment. And then comes the unexpected: salted caramel. Not loud, but there. Like a final bar in an almost fading melody.","The finish is long. Not in volume, but in resonance. The oak appears late, but firmly. Spice builds up - fine notes of gingerbread, speculoos, a wintery warmth. No smoke, no spiciness. Instead: structure, memory, reverberation.","This Arran isn’t a loud firecracker but rather a refined companion that impresses with plenty of character and a profound aromatic depth. It surprises with its gentle elegance and invites you to savor and explore – a whisky that doesn’t shout but whispers, winning your heart in the process.","Technically, the Arran 1996 is impressive with a remarkable balance between sweet sherry notes and spicy oak, even though the mouthfeel remains surprisingly light. Its complex structure and long, multi-layered finish showcase precise craftsmanship, making it an exciting representative of the Isle of Arran with a solid maturation profile.",/whisky-reviews/arran-1996-24-years-ralph-steadman-x-cask-88,/api/whisky-reviews/arran-1996-24-years-ralph-steadman-x-cask-88,high,api_json
510,nc-nea-organic-batch-5-2017-2021,Nc'nea Organic Batch 5 (2017/2021),"On first nosing, the Nc'Nean Organic Batch 5 reveals a thoroughly appealing aroma. Vanilla and apple dominate the first impression, followed by white pepper and subtle floral notes. The malt sweetness is present without being overpowering. There is an interesting note reminiscent of Federweißer - an indication of the young ageing process. These youthful traits are not negative per se, but clearly show that a whisky has not yet reached its full maturity.","On the palate, the whisky presents itself with white pepper as the leading flavour, accompanied by light fruity notes and an interesting complexity of spices. Light grape notes and, surprisingly, apple cider vinegar are added - the latter is a critical point that indicates possible immaturity or sub-optimal cask selection. The texture is pleasantly oily, but the balance of flavours is not yet fully mature.",The short finish is the Achilles heel of this whisky. Youthful dryness and bitter tannins dominate the finish without conveying the more complex aromas from the nose and flavour.,"A whisky that scores with a lot of heart and a sustainable concept, but doesn’t quite ignite fully – the Nc'Nean Organic Batch 5 shows character, yet lacks the depth and maturity to truly captivate. For fans of fresh, lively Highland drams, it’s definitely worth a try, even though the finish remains somewhat short and dry.","The Nc'Nean Organic Batch 5 reveals an interesting aromatic spectrum but falls short in balance and maturation depth. The structural imbalance, especially in the finish, clearly indicates there’s still room for development – a solid, but not yet a fully refined organic whisky.",/whisky-reviews/nc-nea-organic-batch-5-2017-2021,/api/whisky-reviews/nc-nea-organic-batch-5-2017-2021,high,api_json
511,mortlach-midnight-dusk,Mortlach Midnight Dusk - Diageo Special Releases (2024),"Okay, hats off - Mortlach has played all the cards right here. A lot of spices hit you straight away, followed by a delicate hint of citrus and apricot, which really makes you want more. The density of flavours is impressive: toffee, milk chocolate and a hint of leather create complexity. Cappuccino joins in, and then - bang - black pepper, which smells suspiciously like Szechuan pepper. This is Speyside with eggs!","And then you take the first sip and think: ""Wait a minute, that's it?"" The oily texture is still okay, nougat tries to save what can be saved and the black pepper fights on bravely. A slight acidity brings some life into play, and if you're really imaginative, you might find a hint of fig.","Pleasant oak - nothing more, nothing less. Still spicy, medium length, baking cocoa and baking powder. Sounds solid? It is solid. But ""solid"" is not what you expect from a premium release.","The Mortlach Midnight Dusk shows that even a 'Beast of Dufftown' can falter – the nose promises a lot, but the palate delivers only half-heartedly. For the price, I would have expected significantly more character and drinking pleasure; otherwise, it remains just a solid but interchangeable Speyside representative.","Structurally, the Midnight Dusk is well-built, with clear spice and fruit notes, but the balance and complexity don’t reach the level one expects from a Special Release. The value for money simply isn’t justified here, as other bottlings offer considerably more depth and finesse.",/whisky-reviews/mortlach-midnight-dusk,/api/whisky-reviews/mortlach-midnight-dusk,high,api_json
406,ben-nevis-1996-2020-24-years-sansibar,Ben Nevis 24 Years (1996/2020) - Sansibar,"The nose welcomes us with a surprising lightness. Floral notes mingle with a gentle vanilla sweetness, accompanied by malty undertones and a hint of foliage. Gentle herbal flavours also resonate, giving the whisky a certain depth. The oak remains discreetly in the background - present, but by no means intrusive.","Here the Ben Nevis shows a completely different side. The oak is now clearly evident and brings a lovely spiciness with it. At the same time, a pleasant sweetness pushes forward - candy floss and a hint of stevia provide a slightly playful sweetness that harmonises wonderfully with the malty notes. An interesting contrast between strength and elegance.","The finish is of medium length and remains pleasantly warming on the tongue. The oak remains present without dominating. Not a dramatic finish, but a solid and pleasantly balanced end.","This Ben Nevis is fun with its playful sweetness and subtle spice – a true companion for cozy evenings, even if it doesn’t set off fireworks. If you’re looking for straightforward Highland character, you can reach for this one without hesitation, though it doesn’t deliver any real surprises.","A solid structure and balanced harmony define this 24-years Ben Nevis, which combines floral freshness with gentle oak spice. Technically flawless but lacking distinctive accents – a whisky for lovers of classic Highland profiles who aren’t expecting any experiments.",/whisky-reviews/ben-nevis-1996-2020-24-years-sansibar,/api/whisky-reviews/ben-nevis-1996-2020-24-years-sansibar,high,api_json
509,caol-ila-11-years-ambrosial-feast-diageo-special-releases-2024,Caol Ila 11 Years Ambrosial Feast - Diageo Special Releases (2024),"The first sip in the glass is like a walk through an exotic orchard, while a bakery opens its doors in the background. Bright fruity lychee dances with mango, while malty sweetness wraps itself around the senses like a warm cloak. It's as if Islay suddenly wants to play Caribbean. But then - and this is where it gets really interesting - something completely unexpected sneaks up on you: vanilla is paired with sugar beet and yeast, which develops an almost umami-like flavour. White peaches whisper sweet secrets, while hazelnut provides an earthy base that reminds you where you are - on a Scottish island that is normally known for completely different flavours.","The nutty and spicy notes embrace the tongue like old friends, while white pepper provides a surprising spiciness that harmonises perfectly with the 57.30%. Vanilla ice cream - yes, actual vanilla ice cream - melts on the tongue and mingles with yeasty notes so intense that you wonder whether you're tasting a whisky or a craft beer. The hop-like character is so unusual for an Islay whisky that it is almost cheeky. It's as if Caol Ila is saying: ""You think you know me? Then look what else I've got!"" A mineral note rounds off the flavour and reminds us that this whisky has not forgotten its Islay roots despite all the rebellion.","Fruity notes interweave with light oak, while the medium length is perfectly measured - not too short to disappoint, not too long to tire. A hint of liquorice and slight dryness with spicy accents ensure a finish that lingers for a long time.","Who would have thought an Islay whisky could be so cheeky and playful? The Caol Ila 11 Years Ambrosial Feast is a true mood-lifter with its exotic, fruity charm and surprising umami notes – an experience you simply have to enjoy.","This 11-years Caol Ila impresses with its unusual aromatic profile and the harmonious balance between a powerful 57.3% ABV and delicate yeast notes. Despite deviating from typical Islay profiles, it displays a confident structure that marks it as an exciting representative of the Special Releases 2024.",/whisky-reviews/caol-ila-11-years-ambrosial-feast-diageo-special-releases-2024,/api/whisky-reviews/caol-ila-11-years-ambrosial-feast-diageo-special-releases-2024,high,api_json
